"Kevin Durant_GS","Russell Westbrook_OKC","James Harden_HOU","Chris Paul_HOU","Nikola Vucevic_ORL","Stephen Curry_GS","Victor Oladipo_IND","Andre Drummond_DET","Karl-Anthony Towns_MIN","Jimmy Butler_MIN","Damian Lillard_POR","DeMar DeRozan_TOR","Kyle Lowry_TOR","Nikola Jokic_DEN","Kyrie Irving_BOS","LaMarcus Aldridge_SA","Devin Booker_PHO","Marc Gasol_MEM","Dwight Howard_CHA","Lou Williams_LAC","Aaron Gordon_ORL","Draymond Green_GS","Blake Griffin_LAC","DeAndre Jordan_LAC","Paul George_OKC","Clint Capela_HOU","Dennis Schroder_ATL","Al Horford_BOS","Kris Dunn_CHI","Klay Thompson_GS","Kemba Walker_CHA","Hassan Whiteside_MIA","Tyreke Evans_MEM","Jonathon Simmons_ORL","D'Angelo Russell_BKN","Spencer Dinwiddie_BKN","Harrison Barnes_DAL","Lonzo Ball_LAL","Myles Turner_IND","Donovan Mitchell_UTA","Paul Millsap_DEN","Kent Bazemore_ATL","Rudy Gobert_UTA","Brandon Ingram_LAL","Taurean Prince_ATL","Nikola Mirotic_CHI","CJ McCollum_POR","Jusuf Nurkic_POR","Mike Conley_MEM","Steven Adams_OKC","Tobias Harris_DET","Gary Harris_DEN","Thaddeus Young_IND","James Johnson_MIA","Dion Waiters_MIA","Zach Randolph_SAC","Will Barton_DEN","TJ Warren_PHO","Goran Dragic_MIA","Rondae Hollis-Jefferson_BKN","Jeff Teague_MIN","Kawhi Leonard_SA","Andrew Wiggins_MIN","Josh Richardson_MIA","Serge Ibaka_TOR","Kentavious Caldwell-Pope_LAL","Taj Gibson_MIN","Evan Fournier_ORL","Carmelo Anthony_OKC","Kyle Kuzma_LAL","Nicolas Batum_CHA","Jamal Murray_DEN","Danilo Gallinari_LAC","Austin Rivers_LAC","Darren Collison_IND","Jayson Tatum_BOS","Elfrid Payton_ORL","Caris LeVert_BKN","Rodney Hood_UTA","JJ Barea_DAL","Reggie Jackson_DET","Jordan Clarkson_LAL","Alex Len_PHO","Domantas Sabonis_IND","Jaylen Brown_BOS","Kelly Olynyk_MIA","Willie Cauley-Stein_SAC","Rudy Gay_SA","Jonas Valanciunas_TOR","Julius Randle_LAL","John Collins_ATL","Pau Gasol_SA","Derrick Favors_UTA","Dewayne Dedmon_ATL","Justin Holiday_CHI","Kyle Anderson_SA","Yogi Ferrell_DAL","Milos Teodosic_LAC","Ersan Ilyasova_ATL","Marcus Smart_BOS","Lauri Markkanen_CHI","Ricky Rubio_UTA","Danny Green_SA","Joe Ingles_UTA","Avery Bradley_DET","Dennis Smith_DAL","Tyler Johnson_MIA","Bobby Portis_CHI","DeMarre Carroll_BKN","Eric Gordon_HOU","Larry Nance_LAL","George Hill_SAC","Trevor Ariza_HOU","Trey Lyles_DEN","Robin Lopez_CHI","Zach LaVine_CHI","Mario Hezonja_ORL","Jordan Bell_GS","Omri Casspi_GS","Buddy Hield_SAC","Wesley Matthews_DAL","Jeremy Lamb_CHA","Marcus Morris_BOS","Bam Adebayo_MIA","Al-Farouq Aminu_POR","Michael Kidd-Gilchrist_CHA","Wilson Chandler_DEN","JaMychal Green_MEM","Bogdan Bogdanovic_SAC","Dirk Nowitzki_DAL","Brook Lopez_LAL","Greg Monroe_PHO","Isaiah Canaan_PHO","Bojan Bogdanovic_IND","Allen Crabbe_BKN","Lance Stephenson_IND","Terry Rozier_BOS","David Nwaba_CHI","Andre Iguodala_GS","De'Aaron Fox_SAC","Alec Burks_UTA","Ekpe Udoh_UTA","Marvin Williams_CHA","Tyson Chandler_PHO","Denzel Valentine_CHI","Patty Mills_SA","Tony Parker_SA","Ryan Anderson_HOU","Andrew Harrison_MEM","Dejounte Murray_SA","Mason Plumlee_DEN","Wesley Johnson_LAC","Wayne Ellington_MIA","Frank Mason III_SAC","Manu Ginobili_SA","Seth Curry_DAL","Maxi Kleber_DAL","Stanley Johnson_DET","Frank Kaminsky_CHA","Mike James_PHO","Tyler Ulis_PHO","Cory Joseph_IND","Aron Baynes_BOS","Justise Winslow_MIA","DJ Augustin_ORL","Jerian Grant_CHI","Chandler Parsons_MEM","Joe Harris_BKN","Ish Smith_DET","Langston Galloway_DET","Pascal Siakam_TOR","Troy Daniels_PHO","Josh Jackson_PHO","Tyler Cavanaugh_ATL","Mario Chalmers_MEM","Jahlil Okafor_BKN","Ed Davis_POR","Evan Turner_POR","Joe Johnson_UTA","Reggie Bullock_DET","Jakob Poeltl_TOR","Cody Zeller_CHA","CJ Miles_TOR","PJ Tucker_HOU","Kenneth Faried_DEN","Emmanuel Mudiay_DEN","Jawun Evans_LAC","Sam Dekker_LAC","Marco Belinelli_ATL","Glenn Robinson III_IND","Jordan Mickey_MIA","Arron Afflalo_ORL","Dillon Brooks_MEM","Jonas Jerebko_UTA","Luke Kennard_DET","Fred VanVleet_TOR","OG Anunoby_TOR","Jamal Crawford_MIN","Marquese Chriss_PHO","Jamil Wilson_LAC","Shaun Livingston_GS","Garrett Temple_SAC","Nik Stauskas_BKN","Kosta Koufos_SAC","Devin Harris_DAL","Anthony Tolliver_DET","Norman Powell_TOR","Torrey Craig_DEN","Montrezl Harrell_LAC","DeAndre' Bembry_ATL","Malcolm Delaney_ATL","Terrence Ross_ORL","David West_GS","Tyler Zeller_BKN","Shabazz Napier_POR","Andre Roberson_OKC","Thabo Sefolosha_UTA","Alex Abrines_OKC","Jerami Grant_OKC","Delon Wright_TOR","Gorgui Dieng_MIN","Daniel Theis_BOS","Jonathan Isaac_ORL","Patrick McCaw_GS","Jarell Martin_MEM","Kevon Looney_GS","Jarrett Allen_BKN","Bryn Forbes_SA","Davis Bertans_SA","Brandon Paul_SA","Noah Vonleh_POR","Zach Collins_POR","Maurice Harkless_POR","Raul Neto_UTA","Corey Brewer_LAL","Nemanja Bjelica_MIN","Dragan Bender_PHO","Isaiah Taylor_ATL","Miles Plumlee_ATL","Shane Larkin_BOS","Shelvin Mack_ORL","Paul Zipser_CHI","James Ennis III_MEM","Nick Young_GS","Ben McLemore_MEM","Zaza Pachulia_GS","Skal Labissiere_SAC","Jakarr Sampson_SAC","Quincy Acy_BKN","Meyers Leonard_POR","Pat Connaughton_POR","Patrick Patterson_OKC","Dwight Powell_DAL","Boban Marjanovic_DET","Michael Carter-Williams_CHA","Lucas Nogueira_TOR","Ivica Zubac_LAL","Nene Hilario_HOU","Tyus Jones_MIN","Shabazz Muhammad_MIN","Juancho Hernangomez_DEN","CJ Williams_LAC","Al Jefferson_IND","Semi Ojeleye_BOS","Wes Iwundu_ORL","JaVale McGee_GS","Isaiah Whitehead_BKN","Caleb Swanigan_POR","Luc Richard Mbah a Moute_HOU","Malik Beasley_DEN","Jared Dudley_PHO","Luke Babbitt_ATL","Bismack Biyombo_ORL","Antonio Blakeney_CHI","Quinn Cook_GS","Vince Carter_SAC","Raymond Felton_OKC","Bobby Brown_HOU","Mike Muscala_ATL","Damien Wilkins_IND","Alex Poythress_IND","Edmond Sumner_IND","Joe Young_IND","Ike Anigbogu_IND","Tyler Dorsey_ATL","Josh Magette_ATL","TJ Leaf_IND","Derrick Walton_MIA","Okaro White_MIA","Rodney McGruder_MIA","Matt Williams_MIA","AJ Hammons_MIA","Udonis Haslem_MIA","Gordon Hayward_BOS","Guerschon Yabusele_BOS","Jabari Bird_BOS","Abdel Nader_BOS","Kadeem Allen_BOS","Marreese Speights_ORL","Adreian Payne_ORL","Jamel Artis_ORL","Khem Birch_ORL","Cristiano Felicio_CHI","Quincy Pondexter_CHI","Cameron Payne_CHI","Ryan Arcidiacono_CHI","Kay Felder_CHI","Kobi Simmons_MEM","Vince Hunter_MEM","Deyonta Davis_MEM","Wayne Selden_MEM","Brandan Wright_MEM","Ivan Rabb_MEM","Damian Jones_GS","Chris Boucher_GS","Jack Cooley_SAC","Justin Jackson_SAC","Georgios Papagiannis_SAC","Malachi Richardson_SAC","Harry Giles_SAC","Jacob Wiley_BKN","Jeremy Lin_BKN","Timofey Mozgov_BKN","Yakuba Ouattara_BKN","Milton Doyle_BKN","Joffrey Lauvergne_SA","Matt Costello_SA","Derrick White_SA","Darrun Hilliard_SA","Jake Layman_POR","CJ Wilcox_POR","Wade Baldwin IV_POR","Nate Wolters_UTA","Dante Exum_UTA","Royce O'Neale_UTA","Tony Bradley_UTA","Eric Griffin_UTA","Daniel Hamilton_OKC","Nick Collison_OKC","Kyle Singler_OKC","Dakari Johnson_OKC","Terrance Ferguson_OKC","Josh Huestis_OKC","PJ Dozier_OKC","Henry Ellenson_DET","Eric Moreland_DET","Jon Leuer_DET","Luis Montero_DET","Dwight Buycks_DET","Antonius Cleveland_DAL","Salah Mejri_DAL","Dorian Finney-Smith_DAL","Johnathan Motley_DAL","Nerlens Noel_DAL","Jeff Withey_DAL","Josh McRoberts_DAL","Kyle Collinsworth_DAL","Malik Monk_CHA","Dwayne Bacon_CHA","Johnny O'Bryant III_CHA","Julyan Stone_CHA","Treveon Graham_CHA","Mangok Mathiang_CHA","Marcus Paige_CHA","Alfonzo McKinnie_TOR","Bruno Caboclo_TOR","Lorenzo Brown_TOR","Malcolm Miller_TOR","Luol Deng_LAL","Vander Blue_LAL","Alex Caruso_LAL","Josh Hart_LAL","Tyler Ennis_LAL","Andrew Bogut_LAL","Thomas Bryant_LAL","Tarik Black_HOU","Zhou Qi_HOU","Troy Williams_HOU","Briante Weber_HOU","Demetrius Jackson_HOU","Chinanu Onuaku_HOU","Cole Aldrich_MIN","Justin Patton_MIN","Anthony Brown_MIN","Aaron Brooks_MIN","Marcus Georges-Hunt_MIN","Tyler Lydon_DEN","Richard Jefferson_DEN","Monte Morris_DEN","Darrell Arthur_DEN","Alec Peters_PHO","Danuel House_PHO","Alan Williams_PHO","Davon Reed_PHO","Brandon Knight_PHO","Brice Johnson_LAC","Sindarius Thornwell_LAC","Willie Reed_LAC","Patrick Beverley_LAC"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34375,0,0,0,0,0,0,0,0,0,0,0,0,-25.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.1166666666667,0,0,0,-40.125,0,0,0,-14.225,0,0,0,0,0,0,-43.5958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.2041666666667,0,0,36.6958333333333,0,0,0,0,14.8041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32083333333333,12.6208333333333,3.1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
